datetime,discharge_cfs,quality_code,discharge_cms,valid
2002-10-01 00:00:00+00:00,5.7,A,0.1614060255744,True
2002-10-02 00:00:00+00:00,5.2,A,0.1472476022784,True
2002-10-03 00:00:00+00:00,5.3,A,0.1500792869376,True
2002-10-04 00:00:00+00:00,11.0,A,0.311485312512,True
2002-10-05 00:00:00+00:00,13.0,A,0.36811900569600003,True
2002-10-06 00:00:00+00:00,12.0,A,0.339802159104,True
2002-10-07 00:00:00+00:00,11.0,A,0.311485312512,True
2002-10-08 00:00:00+00:00,9.7,A,0.27467341194239997,True
2002-10-09 00:00:00+00:00,9.0,A,0.254851619328,True
2002-10-10 00:00:00+00:00,9.5,A,0.269010042624,True
2002-10-11 00:00:00+00:00,9.1,A,0.2576833039872,True
2002-10-12 00:00:00+00:00,8.9,A,0.2520199346688,True
2002-10-13 00:00:00+00:00,7.6,A,0.2152080340992,True
2002-10-14 00:00:00+00:00,7.1,A,0.2010496108032,True
2002-10-15 00:00:00+00:00,8.4,A,0.2378615113728,True
2002-10-16 00:00:00+00:00,8.6,A,0.24352488069119999,True
2002-10-17 00:00:00+00:00,8.7,A,0.2463565653504,True
2002-10-18 00:00:00+00:00,9.4,A,0.2661783579648,True
2002-10-19 00:00:00+00:00,9.0,A,0.254851619328,True
2002-10-20 00:00:00+00:00,9.0,A,0.254851619328,True
2002-10-21 00:00:00+00:00,9.5,A,0.269010042624,True
2002-10-22 00:00:00+00:00,9.7,A,0.27467341194239997,True
2002-10-23 00:00:00+00:00,9.6,A,0.2718417272832,True
2002-10-24 00:00:00+00:00,9.7,A,0.27467341194239997,True
2002-10-25 00:00:00+00:00,9.7,A,0.27467341194239997,True
2002-10-26 00:00:00+00:00,9.1,A,0.2576833039872,True
2002-10-27 00:00:00+00:00,9.5,A,0.269010042624,True
2002-10-28 00:00:00+00:00,11.0,A,0.311485312512,True
2002-10-29 00:00:00+00:00,9.5,A,0.269010042624,True
2002-10-30 00:00:00+00:00,9.7,A,0.27467341194239997,True
2002-10-31 00:00:00+00:00,11.0,A,0.311485312512,True
2002-11-01 00:00:00+00:00,14.0,A,0.396435852288,True
