datetime,discharge_cfs,quality_code,discharge_cms,valid
2002-10-01 00:00:00+00:00,2.35,A,0.0665445894912,True
2002-10-02 00:00:00+00:00,2.35,A,0.0665445894912,True
2002-10-03 00:00:00+00:00,2.31,A,0.06541191562752001,True
2002-10-04 00:00:00+00:00,2.19,A,0.06201389403648,True
2002-10-05 00:00:00+00:00,2.19,A,0.06201389403648,True
2002-10-06 00:00:00+00:00,2.16,A,0.06116438863872001,True
2002-10-07 00:00:00+00:00,2.04,A,0.057766367047680005,True
2002-10-08 00:00:00+00:00,2.08,A,0.05889904091136,True
2002-10-09 00:00:00+00:00,2.13,A,0.06031488324096,True
2002-10-10 00:00:00+00:00,2.12,A,0.060031714775040004,True
2002-10-11 00:00:00+00:00,1.96,A,0.05550101932032,True
2002-10-12 00:00:00+00:00,1.88,A,0.05323567159296,True
2002-10-13 00:00:00+00:00,1.98,A,0.05606735625216,True
2002-10-14 00:00:00+00:00,2.03,A,0.057483198581759994,True
2002-10-15 00:00:00+00:00,2.03,A,0.057483198581759994,True
2002-10-16 00:00:00+00:00,2.03,A,0.057483198581759994,True
2002-10-17 00:00:00+00:00,2.03,A,0.057483198581759994,True
2002-10-18 00:00:00+00:00,2.15,A,0.060881220172799996,True
2002-10-19 00:00:00+00:00,2.17,A,0.06144755710464,True
2002-10-20 00:00:00+00:00,2.19,A,0.06201389403648,True
2002-10-21 00:00:00+00:00,2.19,A,0.06201389403648,True
2002-10-22 00:00:00+00:00,2.19,A,0.06201389403648,True
2002-10-23 00:00:00+00:00,2.73,A,0.07730499119616001,True
2002-10-24 00:00:00+00:00,3.74,A,0.10590500625408,True
2002-10-25 00:00:00+00:00,3.37,A,0.09542777301504,True
2002-10-26 00:00:00+00:00,3.17,A,0.08976440369664,True
2002-10-27 00:00:00+00:00,4.95,A,0.1401683906304,True
2002-10-28 00:00:00+00:00,4.5,A,0.127425809664,True
2002-10-29 00:00:00+00:00,3.93,A,0.11128520710656001,True
2002-10-30 00:00:00+00:00,3.71,A,0.10505550085632,True
2002-10-31 00:00:00+00:00,3.49,A,0.09882579460608001,True
2002-11-01 00:00:00+00:00,3.49,A,0.09882579460608001,True
2002-11-02 00:00:00+00:00,3.49,A,0.09882579460608001,True
2002-11-03 00:00:00+00:00,3.45,A,0.09769312074240001,True
2002-11-04 00:00:00+00:00,3.31,A,0.09372876221952,True
2002-11-05 00:00:00+00:00,3.06,A,0.08664955057152,True
2002-11-06 00:00:00+00:00,2.63,A,0.07447330653696,True
2002-11-07 00:00:00+00:00,2.81,A,0.07957033892352,True
2002-11-08 00:00:00+00:00,3.3,A,0.0934455937536,True
2002-11-09 00:00:00+00:00,5.69,A,0.16112285710848,True
2002-11-10 00:00:00+00:00,3.0,"A, e",0.084950539776,True
2002-11-11 00:00:00+00:00,2.0,"A, e",0.056633693184,True
2002-11-12 00:00:00+00:00,2.8,"A, e",0.0792871704576,True
2002-11-13 00:00:00+00:00,3.5,"A, e",0.099108963072,True
2002-11-14 00:00:00+00:00,4.07,A,0.11524956562944001,True
2002-11-15 00:00:00+00:00,2.0,"A, e",0.056633693184,True
2002-11-16 00:00:00+00:00,1.2,"A, e",0.0339802159104,True
2002-11-17 00:00:00+00:00,3.7,A,0.10477233239040001,True
2002-11-18 00:00:00+00:00,3.04,A,0.08608321363968001,True
2002-11-19 00:00:00+00:00,2.7,A,0.0764554857984,True
2002-11-20 00:00:00+00:00,2.97,A,0.08410103437824001,True
2002-11-21 00:00:00+00:00,3.33,A,0.09429509915136,True
2002-11-22 00:00:00+00:00,3.16,A,0.08948123523072,True
2002-11-23 00:00:00+00:00,3.46,A,0.09797628920832001,True
2002-11-24 00:00:00+00:00,1.3,"A, e",0.0368119005696,True
2002-11-25 00:00:00+00:00,1.3,"A, e",0.0368119005696,True
2002-11-26 00:00:00+00:00,1.2,"A, e",0.0339802159104,True
2002-11-27 00:00:00+00:00,1.4,"A, e",0.0396435852288,True
2002-11-28 00:00:00+00:00,1.4,"A, e",0.0396435852288,True
2002-11-29 00:00:00+00:00,3.2,"A, e",0.09061390909440001,True
