"tmp.site","tmp.area","Lb","X1","Wb","POR","ALPHA","BETA","Ks","Kb","Kz","Qthresh","Rs","Rb1","Rb2","Prec","Frac4Rise","Error","BFF"
"12167000",6.71e+08,9807.36,100,2012.41,0.15,0.0120631,1,2650.5,2984.69,3.73628,440956,-0.156724,-0.0813413,-0.0317626,40190.5,0.05,0.894,0.399991
