tmp.site,tmp.area,Lb,X1,Wb,POR,ALPHA,BETA,Ks,Kb,Kz,Qthresh,Rs,Rb1,Rb2,Prec,Frac4Rise,Error,BFF
01134500,195000000.0,8450.191365,100.0,498.621242,0.15,0.011142,1.0,1746.42179,9730.79938,0.900485,89769.749917,-0.344435,-0.066475,-0.078168,3615.060026,0.05,0.482219,0.28839
