tmp.site,tmp.area,Lb,Wb,X1,ALPHA,BETA,Ks,Kb,Kz,POR,Qthresh,Rs,Rb1,Rb2,Prec,Frac4Rise,RecessionRMSE,RecessionError
04123500,318570000.0,13504.531373718157,15875.329520059013,110.23874231846983,0.0832523729741003,0.6420705211020221,7.333726583497734,543.1530642922359,1.00661261900931e-08,0.4239552655714697,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,0.0331895461996463,0.008678678636583117
04123500,318570000.0,3999.569130447521,30.781309069689588,1.0399290434401656,0.0996487147531852,0.9440014303055091,5891.864587278094,46.20547521483445,1.0001923540514796e-08,0.4974272564889111,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,4.3030037092019215,0.0015992002110261224
04123500,318570000.0,13967.363513632263,17315.863340386873,84.60649845187274,0.09982307634984837,9.462319414911063,21.334566604493546,85.96967796237212,1.0024585633987778e-08,0.41798139036579934,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,0.03608396104521235,0.007960266975859134
04123500,318570000.0,12689.246488944733,17847.32264185319,1.8273878202292364,0.09831480363833166,0.7728383106254597,31.735282048026914,42.72718770410684,1.0025072641794687e-08,0.500920119367008,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,0.03610216670487272,0.0051579116881045415
04123500,318570000.0,4838.979488477705,23.502909150058453,1.0406524792818241,0.09710771734614923,0.942662352253862,60.2596060653858,53.377429456613186,1.0000966947476085e-08,0.489025662188811,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,3.8185389244932995,0.0017095029681759022
04123500,318570000.0,4291.029144507517,12.623567605920726,1.0081091769859671,0.09696338175305244,0.9454033229034804,0.9171968800703882,49.160200626494245,1.0000033372275782e-08,0.49975295918495277,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,2.963809571349039,0.0017111210150534883
04123500,318570000.0,13504.531373718157,11818.652301282877,89.82783027036629,0.09798715778568196,0.6448139490508814,7.325514887699738,550.5218791946701,1.0303394207841341e-08,0.2995529222135086,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,0.03371341303584314,0.008617380001053625
04123500,318570000.0,14020.779187623257,17841.638237980726,67.25208230445982,0.09977350739556823,9.28728964652582,20.376971669137724,46.50322643943141,1.0172600178633921e-08,0.5003106793591418,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,0.03449199306396549,0.008154834590692092
04123500,318570000.0,12752.043799409048,17831.940586404384,1.9793400723432013,0.09832135884537656,0.7689776820134068,31.387631784726587,46.561750130953904,1.0171358838097458e-08,0.5002480919198576,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,0.03613525667791786,0.004990730522374072
04123500,318570000.0,2278.2730878674884,160.0766650245925,2.781322526495615,0.09971696244209262,0.9469057746063405,13.729367686071466,53.966043832060805,1.0026478239112066e-08,0.43898356866369587,435489.73056,-0.13422004890398392,-0.008098036080018522,-0.004712724546620417,37921.85856,0.05,1.5322047385131512,0.0019318352746002844
