date,discharge_m3d
2004-12-14,726632.9370279936
2004-12-15,726632.9370279936
2004-12-16,726632.9370279936
2004-12-17,726632.9370279936
2004-12-18,726632.9370279936
2004-12-19,726632.9370279936
2004-12-20,726632.9370279936
2004-12-21,726632.9370279936
2004-12-22,726632.9370279936
2004-12-23,726632.9370279936
2004-12-24,726632.9370279936
2004-12-25,726632.9370279936
2004-12-26,726632.9370279936
2004-12-27,726632.9370279936
2004-12-28,726632.9370279936
2004-12-29,726632.9370279936
2004-12-30,342520.576376832
2004-12-31,31316.16698302464
2005-01-01,7559.918435745792
2005-01-02,2935.89065465856
2005-01-03,506441.13792860165
2005-01-04,1646545.3421543424
2005-01-05,371879.48292341764
2005-01-06,117435.62618634242
2005-01-07,35964.660519567355
2005-01-08,13480.631255973889
2005-01-09,5822.849798406144
2005-01-10,3351.808497401856
2005-01-11,2593.3700782817277
2005-01-12,4770.82231382016
2005-01-13,2813.5618773811198
2005-01-14,1688.137126428672
2005-01-15,1198.822017318912
2005-01-16,954.164462764032
2005-01-17,807.3699300311041
2005-01-18,685.041152753664
2005-01-19,636.109641842688
2005-01-20,611.6438863872
2005-01-21,562.712375476224
2005-01-22,513.780864565248
2005-01-23,464.84935365427197
2005-01-24,464.84935365427197
2005-01-25,464.84935365427197
2005-01-26,1712.60288188416
2005-01-27,423257.56937994243
2005-01-28,70950.6908209152
2005-01-29,29358.906546585604
2005-01-30,37432.60584689664
2005-01-31,21823.4538662953
2005-02-01,14508.192985104384
2005-02-02,10911.72693314765
2005-02-03,9027.863763075073
2005-02-04,8563.014409420799
2005-02-05,6850.41152753664
2005-02-06,5137.808645652481
2005-02-07,10275.617291304961
2005-02-08,14924.110827847671
2005-02-09,10667.069378592769
2005-02-10,8807.67196397568
2005-02-11,1932794.680983552
2005-02-12,3009287.9210250243
2005-02-13,403684.96501555206
2005-02-14,158293.43779700735
2005-02-15,92725.21317629953
2005-02-16,65078.90951159808
2005-02-17,49910.14112919552
2005-02-18,193524.1256529101
2005-02-19,1081386.3911325696
2005-02-20,494208.26020085765
2005-02-21,221659.74442672127
2005-02-22,288695.9143747584
2005-02-23,283802.7632836608
2005-02-24,166122.47954276355
2005-02-25,133093.70967785473
2005-02-26,95905.76138551297
2005-02-27,76577.81457567745
2005-02-28,61898.36130238465
2005-03-01,52601.374229299196
2005-03-02,45261.6475926528
2005-03-03,39145.2087287808
2005-03-04,35720.00296501248
2005-03-05,43793.70226532352
2005-03-06,37921.9209560064
2005-03-07,32784.11231035392
2005-03-08,28869.591437475843
2005-03-09,25933.70078281728
2005-03-10,23976.44034637824
2005-03-11,21554.330556284927
2005-03-12,20355.508538966016
2005-03-13,19597.07011984589
2005-03-14,19376.878320746495
2005-03-15,17957.86450432819
2005-03-16,17052.631552475137
2005-03-17,17052.631552475137
2005-03-18,17052.631552475137
2005-03-19,19474.741342568446
2005-03-20,22043.645665394688
2005-03-21,18275.919325249535
2005-03-22,15780.41226878976
2005-03-23,15560.220469690368
2005-03-24,14703.919028748289
2005-03-25,15560.220469690368
2005-03-26,13994.412120539137
2005-03-27,13064.713413230591
2005-03-28,12991.316146864128
2005-03-29,12135.014705922049
2005-03-30,11180.850243158016
2005-03-31,10104.357003116544
2005-04-01,9835.233693106176
2005-04-02,10300.083046760448
2005-04-03,9810.767937650688
2005-04-04,9052.32951853056
2005-04-05,8171.5623221329915
2005-04-06,7315.260881190911
2005-04-07,6923.808793903104
2005-04-08,6483.42519570432
2005-04-09,6140.904619327488
2005-04-10,5749.45253203968
2005-04-11,5676.055265673207
2005-04-12,5039.945623830528
2005-04-13,4917.616846553088
2005-04-14,4550.630514720768
2005-04-15,4257.041449254913
2005-04-16,4134.712671977472
2005-04-17,4012.383894700032
2005-04-18,4085.7811610664958
2005-04-19,4208.109938343936
2005-04-20,4721.890802909184
2005-04-21,4672.959291998208
2005-04-22,4942.082602008576
2005-04-23,5406.931955662848
2005-04-24,12673.261325942785
2005-04-25,7877.973256667136
2005-04-26,5994.11008659456
2005-04-27,5871.78130931712
2005-04-28,5847.315553861632
2005-04-29,6434.493684793343
2005-04-30,5994.11008659456
2005-05-01,5749.45253203968
2005-05-02,5113.342890196992
2005-05-03,4868.685335642112
2005-05-04,4354.904471076864
2005-05-05,4085.7811610664958
2005-05-06,3694.329073778688
2005-05-07,3743.260584689664
2005-05-08,3669.8633183232005
2005-05-09,3498.603030134784
2005-05-10,3205.0139646689277
2005-05-11,2911.424899203072
2005-05-12,2519.972811915264
2005-05-13,2373.1782791823357
2005-05-14,2226.383746449408
2005-05-15,2152.986480082944
2005-05-16,1810.4659037061122
2005-05-17,1419.0138164182954
2005-05-18,1272.219283685376
2005-05-19,1027.561729130496
2005-05-20,856.30144094208
2005-05-21,636.109641842688
2005-05-22,513.780864565248
2005-05-23,440.383598198784
2005-05-24,342.520576376832
2005-05-25,244.65755455488
2005-05-26,220.191799099392
2005-05-27,195.726043643904
2005-05-28,171.260288188416
2005-05-29,171.260288188416
2005-05-30,146.79453273292802
2005-05-31,146.79453273292802
2005-06-01,122.32877727744
2005-06-02,122.32877727744
2005-06-03,146.79453273292802
2005-06-04,122.32877727744
2005-06-05,122.32877727744
2005-06-06,122.32877727744
2005-06-07,146.79453273292802
2005-06-08,122.32877727744
2005-06-09,122.32877727744
2005-06-10,122.32877727744
2005-06-11,97.863021821952
2005-06-12,97.863021821952
2005-06-13,97.863021821952
2005-06-14,97.863021821952
2005-06-15,73.39726636646401
2005-06-16,73.39726636646401
2005-06-17,73.39726636646401
2005-06-18,48.931510910976
2005-06-19,24.465755455488
2005-06-20,82.48454696421668
2005-06-21,140.50333847294536
2005-06-22,198.52212998167403
2005-06-23,256.5409214904027
2005-06-24,314.5597129991314
2005-06-25,372.57850450786003
2005-06-26,430.59729601658876
2005-06-27,488.6160875253174
2005-06-28,546.6348790340462
2005-06-29,604.6536705427749
2005-06-30,662.6724620515034
2005-07-01,720.6912535602322
2005-07-02,778.7100450689609
2005-07-03,836.7288365776895
2005-07-04,894.7476280864183
2005-07-05,952.766419595147
2005-07-06,1010.7852111038757
2005-07-07,1068.8040026126043
2005-07-08,1126.8227941213331
2005-07-09,1184.841585630062
2005-07-10,1242.8603771387902
2005-07-11,1300.879168647519
2005-07-12,1358.8979601562478
2005-07-13,1416.9167516649763
2005-07-14,1474.9355431737051
2005-07-15,1532.9543346824337
2005-07-16,1590.9731261911625
2005-07-17,1648.991917699891
2005-07-18,1707.01070920862
2005-07-19,1765.0295007173486
2005-07-20,1823.0482922260774
2005-07-21,1881.067083734806
2005-07-22,1939.0858752435345
2005-07-23,1997.1046667522633
2005-07-24,2055.123458260992
2005-07-25,122.32877727744
2005-07-26,13798.68607689523
2005-07-27,27475.043376513022
2005-07-28,41151.40067613081
2005-07-29,54827.7579757486
2005-07-30,68504.11527536639
2005-07-31,94927.13116729345
2005-08-01,48931.510910976
2005-08-02,2740.164611014656
2005-08-03,1003.095973675008
2005-08-04,562.712375476224
2005-08-05,342.520576376832
2005-08-06,3669.8633183232005
2005-08-07,880.767196397568
2005-08-08,6605.75397298176
2005-08-09,129668.5039140864
2005-08-10,56271.2375476224
2005-08-11,181046.5903706112
2005-08-12,43793.70226532352
2005-08-13,21260.74149081907
2005-08-14,4526.16475926528
2005-08-15,2568.9043228262403
2005-08-16,1761.534392795136
2005-08-17,1321.150794596352
2005-08-18,1003.095973675008
2005-08-19,733.97266366464
2005-08-20,3205.0139646689277
2005-08-21,1296.6850391408639
2005-08-22,782.904174575616
2005-08-23,538.246620020736
2005-08-24,440.383598198784
2005-08-25,220.191799099392
2005-08-26,195.726043643904
2005-08-27,171.260288188416
2005-08-28,122.32877727744
2005-08-29,73.39726636646401
2005-08-30,24.465755455488
2005-08-31,207977.27068823963
2005-09-01,415930.0756210238
2005-09-02,623882.880553808
2005-09-03,831835.685486592
2005-09-04,75109.86924834816
2005-09-05,14141.206653272064
2005-09-06,5773.9182874951675
2005-09-07,2935.89065465856
2005-09-08,5162.274401107968
2005-09-09,782.904174575616
2005-09-10,318.054820921344
2005-09-11,146.79453273292802
2005-09-12,48.931510910976
2005-09-13,5763.044618403839
2005-09-14,11477.157725896705
2005-09-15,17191.270833389568
2005-09-16,22905.38394088243
2005-09-17,28619.497048375295
2005-09-18,34333.61015586816
2005-09-19,40047.723263361026
2005-09-20,45761.8363708539
2005-09-21,51475.94947834676
2005-09-22,57190.06258583962
2005-09-23,62904.17569333249
2005-09-24,68618.28880082535
2005-09-25,74332.4019083182
2005-09-26,80046.51501581108
2005-09-27,85760.62812330395
2005-09-28,91474.7412307968
2005-09-29,97188.85433828968
2005-09-30,102902.96744578253
2005-10-01,108617.08055327539
2005-10-02,114331.19366076826
2005-10-03,120045.30676826113
2005-10-04,125759.41987575399
2005-10-05,131473.53298324684
2005-10-06,137187.64609073973
2005-10-07,142901.75919823258
2005-10-08,148615.87230572544
2005-10-09,154329.9854132183
2005-10-10,160044.09852071118
2005-10-11,165758.21162820404
2005-10-12,171472.3247356969
2005-10-13,177186.43784318975
2005-10-14,182900.5509506826
2005-10-15,188614.6640581755
2005-10-16,194328.77716566835
2005-10-17,200042.8902731612
2005-10-18,205757.00338065406
2005-10-19,45016.990038097916
2005-10-20,1149.890506407936
2005-10-21,685.041152753664
2005-10-22,562.712375476224
2005-10-23,562.712375476224
2005-10-24,562.712375476224
2005-10-25,538.246620020736
2005-10-26,464.84935365427197
2005-10-27,464.84935365427197
2005-10-28,513.780864565248
2005-10-29,611.6438863872
2005-10-30,611.6438863872
2005-10-31,636.109641842688
2005-11-01,611.6438863872
2005-11-02,587.1781309317121
2005-11-03,587.1781309317121
2005-11-04,733.97266366464
2005-11-05,905.2329518530561
2005-11-06,905.2329518530561
2005-11-07,929.6987073085439
2005-11-08,856.30144094208
2005-11-09,758.4384191201281
2005-11-10,733.97266366464
2005-11-11,207958.921371648
2005-11-12,28624.93388292096
2005-11-13,9859.699448561663
2005-11-14,4403.83598198784
2005-11-15,3180.5482092134403
2005-11-16,2642.301589192704
2005-11-17,2593.3700782817277
2005-11-18,2495.507056459776
2005-11-19,2348.7125237268483
2005-11-20,2201.91799099392
2005-11-21,2177.452235538432
2005-11-22,2177.452235538432
2005-11-23,2275.315257360384
2005-11-24,2275.315257360384
2005-11-25,2226.383746449408
2005-11-26,2324.24676827136
2005-11-27,2348.7125237268483
2005-11-28,2446.5755455488
2005-11-29,2691.23310010368
2005-11-30,2935.89065465856
2005-12-01,2935.89065465856
2005-12-02,2935.89065465856
2005-12-03,2960.356410114048
2005-12-04,2789.0961219256233
2005-12-05,2813.5618773811198
2005-12-06,2960.356410114048
2005-12-07,2960.356410114048
2005-12-08,2960.356410114048
2005-12-09,2789.0961219256233
2005-12-10,2740.164611014656
2005-12-11,2740.164611014656
2005-12-12,2789.0961219256233
2005-12-13,2740.164611014656
2005-12-14,2544.438567370752
2005-12-15,2642.301589192704
2005-12-16,2691.23310010368
2005-12-17,2446.5755455488
2005-12-18,2422.109790093312
2005-12-19,2446.5755455488
2005-12-20,2519.972811915264
2005-12-21,2250.849501904896
2005-12-22,2177.452235538432
2005-12-23,2177.452235538432
2005-12-24,2152.986480082944
2005-12-25,2079.58921371648
2005-12-26,2006.191947350016
2005-12-27,2006.191947350016
2005-12-28,2006.191947350016
2005-12-29,1932.794680983552
2005-12-30,1859.3974146170879
2005-12-31,1883.863170072576
2006-01-01,1957.26043643904
2006-01-02,1786.000148250624
2006-01-03,1688.137126428672
2006-01-04,1688.137126428672
2006-01-05,1688.137126428672
2006-01-06,1541.342593695744
2006-01-07,1639.2056155176958
2006-01-08,1590.2741046067201
2006-01-09,1516.8768382402561
2006-01-10,1565.808349151232
2006-01-11,1663.671370973184
2006-01-12,1639.2056155176958
2006-01-13,1663.671370973184
2006-01-14,1565.808349151232
2006-01-15,1639.2056155176958
2006-01-16,1688.137126428672
2006-01-17,1663.671370973184
2006-01-18,1786.000148250624
2006-01-19,1737.0686373396395
2006-01-20,1712.60288188416
2006-01-21,1737.0686373396395
2006-01-22,1834.9316591616002
2006-01-23,1786.000148250624
2006-01-24,1688.137126428672
2006-01-25,1688.137126428672
2006-01-26,1590.2741046067201
2006-01-27,1712.60288188416
2006-01-28,1663.671370973184
2006-01-29,1688.137126428672
2006-01-30,1639.2056155176958
2006-01-31,1565.808349151232
2006-02-01,1541.342593695744
2006-02-02,1394.5480609628073
2006-02-03,1272.219283685376
2006-02-04,1247.753528229888
2006-02-05,1198.822017318912
2006-02-06,1125.424750952448
2006-02-07,1003.095973675008
2006-02-08,978.63021821952
2006-02-09,905.2329518530561
2006-02-10,905.2329518530561
2006-02-11,880.767196397568
2006-02-12,782.904174575616
2006-02-13,831.835685486592
2006-02-14,831.835685486592
2006-02-15,831.835685486592
2006-02-16,807.3699300311041
2006-02-17,782.904174575616
2006-02-18,856.30144094208
2006-02-19,880.767196397568
2006-02-20,856.30144094208
2006-02-21,807.3699300311041
2006-02-22,807.3699300311041
2006-02-23,782.904174575616
2006-02-24,709.5069082091434
2006-02-25,636.109641842688
2006-02-26,660.575397298176
2006-02-27,660.575397298176
2006-02-28,513.780864565248
2006-03-01,489.31510910976
2006-03-02,513.780864565248
2006-03-03,489.31510910976
2006-03-04,489.31510910976
2006-03-05,538.246620020736
2006-03-06,538.246620020736
2006-03-07,513.780864565248
2006-03-08,513.780864565248
2006-03-09,562.712375476224
2006-03-10,562.712375476224
2006-03-11,2030.6577028055042
2006-03-12,3400.740008312832
2006-03-13,2299.781012815872
2006-03-14,1663.671370973184
2006-03-15,1223.2877727744
2006-03-16,1076.493240041472
2006-03-17,978.63021821952
2006-03-18,929.6987073085439
2006-03-19,1149.890506407936
2006-03-20,1492.411082784768
2006-03-21,1247.753528229888
2006-03-22,1272.219283685376
2006-03-23,1149.890506407936
2006-03-24,1100.95899549696
2006-03-25,1052.027484585984
2006-03-26,1076.493240041472
2006-03-27,1198.822017318912
2006-03-28,1272.219283685376
2006-03-29,1419.0138164182954
2006-03-30,1394.5480609628073
2006-03-31,1443.4795718737919
2006-04-01,1394.5480609628073
2006-04-02,1394.5480609628073
2006-04-03,1296.6850391408639
2006-04-04,1247.753528229888
2006-04-05,1467.94532732928
2006-04-06,1737.0686373396395
2006-04-07,1565.808349151232
2006-04-08,1419.0138164182954
2006-04-09,1321.150794596352
2006-04-10,1272.219283685376
2006-04-11,1296.6850391408639
2006-04-12,1149.890506407936
2006-04-13,1149.890506407936
2006-04-14,1076.493240041472
2006-04-15,1076.493240041472
2006-04-16,1027.561729130496
2006-04-17,880.767196397568
2006-04-18,733.97266366464
2006-04-19,709.5069082091434
2006-04-20,587.1781309317121
2006-04-21,440.383598198784
