date,discharge_m3d
2018-08-09,1810.4659037061122
2018-08-10,856.30144094208
2018-08-11,513.780864565248
2018-08-12,660.575397298176
2018-08-13,440.383598198784
2018-08-14,489.31510910976
2018-08-15,513.780864565248
2018-08-16,709.5069082091434
2018-08-17,27646.303664701438
2018-08-18,1181695.9885000703
2018-08-19,131381.10679597058
2018-08-20,170281.65797019648
2018-08-21,99575.62470383618
2018-08-22,49176.168465530885
2018-08-23,27156.988555591677
2018-08-24,18618.439901626367
2018-08-25,12232.877727744
2018-08-26,8660.877431242752
2018-08-27,6605.75397298176
2018-08-28,5186.7401565634555
2018-08-29,4501.699003809792
2018-08-30,3914.52087287808
2018-08-31,10911.72693314765
2018-09-01,9027.863763075073
2018-09-02,6874.877282992128
2018-09-03,6507.890951159808
2018-09-04,4844.219580186624
2018-09-05,3645.3975628677117
2018-09-06,3302.87698649088
2018-09-07,3890.055117422592
2018-09-08,62632.333966049286
2018-09-09,305821.9431936
2018-09-10,91257.26784897024
2018-09-11,45995.62025631744
2018-09-12,57249.86776584192
2018-09-13,57983.840429506556
2018-09-14,33518.08497401856
2018-09-15,21407.536023552
2018-09-16,14924.110827847671
2018-09-17,11082.987221336063
2018-09-18,8636.411675787263
2018-09-19,6997.206060269568
2018-09-20,5700.521021128704
2018-09-21,359646.6051956736
2018-09-22,1225734.348319949
2018-09-23,3547534.5410457603
2018-09-24,582284.9798406145
2018-09-25,288695.9143747584
2018-09-26,184716.45368893442
2018-09-27,201353.16739866624
2018-09-28,167590.4248700928
2018-09-29,123796.7226047693
2018-09-30,89789.32252164098
2018-10-01,62387.6764114944
2018-10-02,43059.72960165888
2018-10-03,31071.50942846976
2018-10-04,22997.81012815872
2018-10-05,18006.796015239168
2018-10-06,14385.864207826942
2018-10-07,12281.809238654976
2018-10-08,10251.15153584947
2018-10-09,112053.15998613503
2018-10-10,327841.1231035392
2018-10-11,144347.9571873792
2018-10-12,93948.50094907392
2018-10-13,144837.27229648898
2018-10-14,308268.5187391488
2018-10-15,1240413.8015932417
2018-10-16,560265.7999306752
2018-10-17,305821.9431936
2018-10-18,207469.60626253823
2018-10-19,158538.09535156225
2018-10-20,137986.86076895232
2018-10-21,92969.87073085441
2018-10-22,67525.48505714689
2018-10-23,50888.771347415044
2018-10-24,38166.57851056128
2018-10-25,62143.01885693952
2018-10-26,60185.75842050049
2018-10-27,44283.01737443328
2018-10-28,34007.40008312832
2018-10-29,26912.3310010368
2018-10-30,22263.83746449408
2018-10-31,3449671.519223808
2018-11-01,1741961.7884307455
2018-11-02,430597.2960165888
2018-11-03,269123.310010368
2018-11-04,533353.4689296384
2018-11-05,415917.842743296
2018-11-06,359646.6051956736
2018-11-07,259337.0078281728
2018-11-08,208448.23648075777
2018-11-09,193768.783207465
2018-11-10,150953.71116036095
2018-11-11,128689.87369586689
2018-11-12,122084.11972288512
2018-11-13,120616.17439555585
2018-11-14,102022.20024938496
2018-11-15,96884.3916037325
2018-11-16,87342.74697609217
2018-11-17,73641.92392101888
2018-11-18,61898.36130238465
2018-11-19,53335.34689296385
2018-11-20,45995.62025631744
2018-11-21,39634.52383789056
2018-11-22,34986.03030134784
2018-11-23,33762.74252857344
2018-11-24,35964.660519567355
2018-11-25,30337.536764805118
2018-11-26,23903.043080011776
2018-11-27,22068.111420850175
2018-11-28,20184.2482507776
2018-11-29,19083.28925528064
2018-11-30,19132.220766191615
2018-12-01,150464.3960512512
2018-12-02,120371.51684100098
2018-12-03,87098.08942153728
2018-12-04,69482.74549358591
2018-12-05,58473.15553861632
2018-12-06,51867.40156563456
2018-12-07,75354.52680290304
2018-12-08,481975.3824731136
2018-12-09,658128.8217526273
2018-12-10,384112.3606511616
2018-12-11,254443.85673707523
2018-12-12,199395.9069622272
2018-12-13,861194.5920331776
2018-12-14,2086928.9403531263
2018-12-15,858748.0164876288
2018-12-16,381665.78510561277
2018-12-17,266676.7344648192
2018-12-18,207958.921371648
2018-12-19,171504.9457429709
2018-12-20,143613.98452371458
2018-12-21,114989.0506407936
2018-12-22,93948.50094907392
2018-12-23,77067.1296847872
2018-12-24,63366.306629713916
2018-12-25,55781.92243851264
2018-12-26,49910.14112919552
2018-12-27,660575.397298176
2018-12-28,369432.90737786883
2018-12-29,233158.64949080063
2018-12-30,189364.94722547714
2018-12-31,261783.58337372163
2019-01-01,236583.85525456895
2019-01-02,219213.1688811725
2019-01-03,1091172.6933147649
2019-01-04,2568904.32282624
2019-01-05,393898.6628333568
2019-01-06,249550.7056459776
2019-01-07,195236.72853479424
2019-01-08,153889.60181501953
2019-01-09,117190.96863178753
2019-01-10,96150.41894006784
2019-01-11,84651.51387598849
2019-01-12,97373.70671284223
2019-01-13,79758.36278489088
2019-01-14,65568.22462070784
2019-01-15,59451.785756835845
2019-01-16,55292.60732940289
2019-01-17,52846.03178385408
2019-01-18,48197.538247311364
