tmp.site,tmp.area,Lb,X1,Wb,POR,ALPHA,BETA,Ks,Kb,Kz,Qthresh,Rs,Rb1,Rb2,Prec,Frac4Rise,Error,BFF
04123500,318570000.0,75293.89208,101.182098,2835.65424,0.15,0.006463,0.8,54.654895,869.72816,0.104309,435489.73056,-0.13422,-0.008098,-0.004713,37921.85856,0.05,0.052654,0.937057
