tmp.site,tmp.area,Lb,X1,Wb,POR,ALPHA,BETA,Ks,Kb,Kz,Qthresh,Rs,Rb1,Rb2,Prec,Frac4Rise,Error,BFF
12167000,6.71e+08,9072.01,100,2201.97,0.15,0.010788,1,2805.73,2850.01,3.34782,440956,-0.156724,-0.081341,-0.031762,40190.5,0.05,0.892473,0.40419
